# rank	piece	count	class	glyphs
3073	となった	2	multi	4
3074	阿	2	kanji1	1
3075	方言	2	multi	2
3076	いただく	2	multi	4
3077	独特	2	multi	2
3078	に関して	2	multi	4
3079	及び	2	multi	2
3080	リング	2	multi	3
3081	擦	2	kanji1	1
3082	堕	2	kanji1	1
3083	目的地	2	multi	3
3084	加速	2	multi	2
3085	朽	2	kanji1	1
3086	素晴	2	multi	2
3087	安全性	2	multi	3
3088	召	2	kanji1	1
3089	ガイド	2	multi	3
3090	妄	2	kanji1	1
3091	憂	2	kanji1	1
3092	地道	2	multi	2
3093	不公平	2	multi	3
3094	複	2	kanji1	1
3095	訴	2	kanji1	1
3096	されること	2	multi	5
3097	天空	2	multi	2
3098	ヴィ	2	multi	2
3099	厄	2	kanji1	1
3100	二手	2	multi	2
3101	カメ	2	multi	2
3102	引っ越し	2	multi	4
3103	也	2	kanji1	1
3104	充	2	kanji1	1
3105	癌	2	kanji1	1
3106	診	2	kanji1	1
3107	救援	2	multi	2
3108	藻	2	kanji1	1
3109	大量	2	multi	2
3110	死亡	2	multi	2
3111	豪	2	kanji1	1
3112	凡	2	kanji1	1
3113	治安	2	multi	2
3114	湾	2	kanji1	1
3115	入口	2	multi	2
3116	角度	2	multi	2
3117	質量	2	multi	2
3118	日前	2	multi	2
3119	流星	2	multi	2
3120	店内	2	multi	2
3121	永久	2	multi	2
3122	ベスト	2	multi	3
3123	設	2	kanji1	1
3124	づくり	2	multi	3
3125	るので	2	multi	3
3126	三角	2	multi	2
3127	途	2	kanji1	1
3128	ウォ	2	multi	2
3129	重大	2	multi	2
3130	自然界	2	multi	3
3131	上下	2	multi	2
3132	水面	2	multi	2
3133	更新	2	multi	2
3134	初期	2	multi	2
3135	インターネット	2	multi	7
3136	叩	2	kanji1	1
3137	画像	2	multi	2
3138	易	2	kanji1	1
3139	桑	2	kanji1	1
3140	用心	2	multi	2
3141	などの	2	multi	3
3142	彦	2	kanji1	1
3143	律	2	kanji1	1
3144	里	2	kanji1	1
3145	違反	2	multi	2
3146	稼	2	kanji1	1
3147	芝	2	kanji1	1
3148	コード	2	multi	3
3149	まとめ	2	multi	3
3150	儲	2	kanji1	1
3151	および	2	multi	3
3152	スーパー	2	multi	4
3153	メッセージ	2	multi	5
3154	摘	2	kanji1	1
3155	しておく	2	multi	4
3156	美容	2	multi	2
3157	宣言	2	multi	2
3158	舌	2	kanji1	1
3159	ありますが	2	multi	5
3160	十六	2	multi	2
3161	ノー	2	multi	2
3162	てしまいます	2	multi	6
3163	皇帝	2	multi	2
3164	不可能	2	multi	3
3165	筆	2	kanji1	1
3166	いただいた	2	multi	5
3167	房	2	kanji1	1
3168	銀行	2	multi	2
3169	魅力	2	multi	2
3170	アニメ	2	multi	3
3171	国籍	2	multi	2
3172	標	2	kanji1	1
3173	老人	2	multi	2
3174	その他	2	multi	3
3175	建設	2	multi	2
3176	内部	2	multi	2
3177	慈善	2	multi	2
3178	事業	2	multi	2
3179	患者	2	multi	2
3180	八年	2	multi	2
3181	を求め	2	multi	3
3182	プラス	2	multi	3
3183	習慣	2	multi	2
3184	を通	2	multi	2
3185	内の	2	multi	2
3186	海外	2	multi	2
3187	資料	2	multi	2
3188	虚弱	2	multi	2
3189	月末	2	multi	2
3190	骨折	2	multi	2
3191	斯	2	kanji1	1
3192	傍	2	kanji1	1
3193	鍋	2	kanji1	1
3194	腸	2	kanji1	1
3195	普	2	kanji1	1
3196	十七	2	multi	2
3197	ありました	2	multi	5
3198	大胆	2	multi	2
3199	研	2	kanji1	1
3200	肉体	2	multi	2
3201	隙	2	kanji1	1
3202	積極	2	multi	2
3203	爺	2	kanji1	1
3204	手続き	2	multi	3
3205	蓮	2	kanji1	1
3206	バイク	2	multi	3
3207	幼稚	2	multi	2
3208	露出	2	multi	2
3209	滋	2	kanji1	1
3210	万人	2	multi	2
3211	茄子	2	multi	2
3212	採	2	kanji1	1
3213	序	2	kanji1	1
3214	迷信	2	multi	2
3215	十八	2	multi	2
3216	慰	2	kanji1	1
3217	槌	2	kanji1	1
3218	五十	2	multi	2
3219	深刻	2	multi	2
3220	メリット	2	multi	4
3221	不便	2	multi	2
3222	不尽	2	multi	2
3223	不知	2	multi	2
3224	都市	2	multi	2
3225	るために	2	multi	4
3226	酌	2	kanji1	1
3227	推薦	2	multi	2
3228	形式	2	multi	2
3229	故障	2	multi	2
3230	だけでなく	2	multi	5
3231	人格	2	multi	2
3232	すで	2	multi	2
3233	消耗	2	multi	2
3234	食用	2	multi	2
3235	甥	2	kanji1	1
3236	侮	2	kanji1	1
3237	震	2	kanji1	1
3238	伸	2	kanji1	1
3239	縮	2	kanji1	1
3240	ディング	2	multi	4
3241	各自	2	multi	2
3242	凛	2	kanji1	1
3243	下半	2	multi	2
3244	不可	2	multi	2
3245	行為	2	multi	2
3246	性的	2	multi	2
3247	慣れ	2	multi	2
3248	感染	2	multi	2
3249	一周	2	multi	2
3250	至	2	kanji1	1
3251	ハード	2	multi	3
3252	のでしょう	2	multi	5
3253	遭遇	2	multi	2
3254	による	2	multi	3
3255	深夜	2	multi	2
3256	通行	2	multi	2
3257	義務	2	multi	2
3258	を利用して	2	multi	5
3259	刊	2	kanji1	1
3260	枝	2	kanji1	1
3261	食堂	2	multi	2
3262	されます	2	multi	4
3263	蝶	2	kanji1	1
3264	霜	2	kanji1	1
3265	幻想	2	multi	2
3266	旨	2	kanji1	1
3267	比較	2	multi	2
3268	流行	2	multi	2
3269	通過	2	multi	2
3270	と思いました	2	multi	6
3271	條	2	kanji1	1
3272	弘	2	kanji1	1
3273	整理	2	multi	2
3274	スポ	2	multi	2
3275	蝉	2	kanji1	1
3276	設定	2	multi	2
3277	ティブ	2	multi	3
3278	分解	2	multi	2
3279	濃	2	kanji1	1
3280	汁	2	kanji1	1
3281	地下	2	multi	2
3282	省	2	kanji1	1
3283	指定	2	multi	2
3284	少なく	2	multi	3
3285	零	2	kanji1	1
3286	天地	2	multi	2
3287	出血	2	multi	2
3288	庫	2	kanji1	1
3289	眩	2	kanji1	1
3290	睦	2	kanji1	1
3291	使者	2	multi	2
3292	火山	2	multi	2
3293	遂	2	kanji1	1
3294	伍	2	kanji1	1
3295	及	2	kanji1	1
3296	励	2	kanji1	1
3297	哨	2	kanji1	1
3298	山村	2	multi	2
3299	面目	2	multi	2
3300	浸	2	kanji1	1
3301	できます	2	multi	4
3302	フリー	2	multi	3
3303	お互	2	multi	2
3304	美白	2	multi	2
3305	特定	2	multi	2
3306	庶	2	kanji1	1
3307	棋	2	kanji1	1
3308	出席	2	multi	2
3309	淡	2	kanji1	1
3310	さまざまな	2	multi	5
3311	倫	2	kanji1	1
3312	キャン	2	multi	3
3313	被害	2	multi	2
3314	詩	2	kanji1	1
3315	發	2	kanji1	1
3316	粗	2	kanji1	1
3317	突破	2	multi	2
3318	ライン	2	multi	3
3319	食物	2	multi	2
3320	を持っている	2	multi	6
3321	となります	2	multi	5
3322	ポイ	2	multi	2
3323	反抗	2	multi	2
3324	奮	2	kanji1	1
3325	彩	2	kanji1	1
3326	薩	2	kanji1	1
3327	摩	2	kanji1	1
3328	藩	2	kanji1	1
3329	範	2	kanji1	1
3330	暖	2	kanji1	1
3331	嘉	2	kanji1	1
3332	四年	2	multi	2
3333	二十五	2	multi	3
3334	一手	2	multi	2
3335	傑	2	kanji1	1
3336	邸	2	kanji1	1
3337	磋	2	kanji1	1
3338	琢磨	2	multi	2
3339	弼	2	kanji1	1
3340	どのような	2	multi	5
3341	比	2	kanji1	1
3342	以後	2	multi	2
3343	平等	2	multi	2
3344	二十年	2	multi	3
3345	疾	2	kanji1	1
3346	妓	2	kanji1	1
3347	胞	2	kanji1	1
3348	偏	2	kanji1	1
3349	催	2	kanji1	1
3350	享	2	kanji1	1
3351	属	2	kanji1	1
3352	無論	2	multi	2
3353	須	2	kanji1	1
3354	瑞	2	kanji1	1
3355	帆	2	kanji1	1
3356	請求	2	multi	2
3357	出入	2	multi	2
3358	出身	2	multi	2
3359	男性	2	multi	2
3360	やすく	2	multi	3
3361	伴	2	kanji1	1
3362	冊	2	kanji1	1
3363	煮	2	kanji1	1
3364	するのが	2	multi	4
3365	芽	2	kanji1	1
3366	改装	2	multi	2
3367	バリ	2	multi	2
3368	披露	2	multi	2
3369	粘	2	kanji1	1
3370	ティング	2	multi	4
3371	を与	2	multi	2
3372	ということで	2	multi	6
3373	射手	2	multi	2
3374	殖	2	kanji1	1
3375	戚	2	kanji1	1
3376	嵯	2	kanji1	1
3377	峨	2	kanji1	1
3378	胴	2	kanji1	1
3379	大概	2	multi	2
3380	柩	2	kanji1	1
3381	王者	2	multi	2
3382	繁殖	2	multi	2
3383	膳	2	kanji1	1
3384	命名	2	multi	2
3385	鋼	2	kanji1	1
3386	創造	2	multi	2
3387	とにか	2	multi	3
3388	批	2	kanji1	1
3389	魔王	2	multi	2
3390	水晶	2	multi	2
3391	お願	2	multi	2
3392	妃	2	kanji1	1
3393	虹	2	kanji1	1
3394	抹	2	kanji1	1
3395	第七	2	multi	2
3396	第六	2	multi	2
3397	スタン	1	multi	3
3398	結合	1	multi	2
3399	民間	1	multi	2
3400	回避	1	multi	2
3401	とともに	1	multi	4
3402	最新	1	multi	2
3403	自律	1	multi	2
3404	領域	1	multi	2
3405	ッション	1	multi	4
3406	屠	1	kanji1	1
3407	僚	1	kanji1	1
3408	体内	1	multi	2
3409	雨水	1	multi	2
3410	妥	1	kanji1	1
3411	星空	1	multi	2
3412	法学	1	multi	2
3413	其	1	kanji1	1
3414	鞘	1	kanji1	1
3415	しており	1	multi	4
3416	天文	1	multi	2
3417	怨	1	kanji1	1
3418	放心	1	multi	2
3419	餅	1	kanji1	1
3420	焦	1	kanji1	1
3421	柏	1	kanji1	1
3422	地位	1	multi	2
3423	過程	1	multi	2
3424	星座	1	multi	2
3425	掛け	1	multi	2
3426	巨人	1	multi	2
3427	美貌	1	multi	2
3428	参照	1	multi	2
3429	熊	1	kanji1	1
3430	融合	1	multi	2
3431	凶	1	kanji1	1
3432	重要な	1	multi	3
3433	公子	1	multi	2
3434	防止	1	multi	2
3435	待遇	1	multi	2
3436	建築	1	multi	2
3437	椅子	1	multi	2
3438	トー	1	multi	2
3439	市の	1	multi	2
3440	糊	1	kanji1	1
3441	五百	1	multi	2
3442	砧	1	kanji1	1
3443	塞	1	kanji1	1
3444	一直	1	multi	2
3445	沸	1	kanji1	1
3446	台湾	1	multi	2
3447	方面	1	multi	2
3448	モデル	1	multi	3
3449	工業	1	multi	2
3450	防火	1	multi	2
3451	物理学	1	multi	3
3452	理性	1	multi	2
3453	殿堂	1	multi	2
3454	神秘	1	multi	2
3455	三次	1	multi	2
3456	囚	1	kanji1	1
3457	建造	1	multi	2
3458	平常	1	multi	2
3459	喪	1	kanji1	1
3460	憾	1	kanji1	1
3461	化学	1	multi	2
3462	科室	1	multi	2
3463	汀	1	kanji1	1
3464	美女	1	multi	2
3465	追求	1	multi	2
3466	シャル	1	multi	3
3467	使用	1	multi	2
3468	把握	1	multi	2
3469	隅	1	kanji1	1
3470	となっている	1	multi	6
3471	無法	1	multi	2
3472	看病	1	multi	2
3473	必要な	1	multi	3
3474	を感じ	1	multi	3
3475	活動	1	multi	2
3476	冷水	1	multi	2
3477	控	1	kanji1	1
3478	昂	1	kanji1	1
3479	略	1	kanji1	1
3480	療	1	kanji1	1
3481	弥	1	kanji1	1
3482	溜	1	kanji1	1
3483	歌舞	1	multi	2
3484	伎	1	kanji1	1
3485	第九	1	multi	2
3486	狐	1	kanji1	1
3487	項	1	kanji1	1
3488	突如	1	multi	2
3489	託	1	kanji1	1
3490	手持	1	multi	2
3491	どのように	1	multi	5
3492	一心	1	multi	2
3493	一分	1	multi	2
3494	文学	1	multi	2
3495	理事	1	multi	2
3496	品位	1	multi	2
3497	物理	1	multi	2
3498	混合	1	multi	2
3499	明星	1	multi	2
3500	腱	1	kanji1	1
3501	岩石	1	multi	2
3502	崩	1	kanji1	1
3503	体温	1	multi	2
3504	精通	1	multi	2
3505	狡	1	kanji1	1
3506	猾	1	kanji1	1
3507	公平	1	multi	2
3508	髭	1	kanji1	1
3509	剃	1	kanji1	1
3510	茜	1	kanji1	1
3511	数字	1	multi	2
3512	客人	1	multi	2
3513	同時	1	multi	2
3514	盾	1	kanji1	1
3515	藉	1	kanji1	1
3516	生物学	1	multi	3
3517	眉	1	kanji1	1
3518	身上	1	multi	2
3519	俗	1	kanji1	1
3520	吼	1	kanji1	1
3521	涌	1	kanji1	1
3522	一般人	1	multi	3
3523	媛	1	kanji1	1
3524	確保	1	multi	2
3525	探索	1	multi	2
3526	奸	1	kanji1	1
3527	愉快	1	multi	2
3528	していました	1	multi	6
3529	ようになりました	1	multi	8
3530	だったので	1	multi	5
3531	ていました	1	multi	5
3532	海水	1	multi	2
3533	臆	1	kanji1	1
3534	使用者	1	multi	3
3535	ていき	1	multi	3
3536	告知	1	multi	2
3537	当初	1	multi	2
3538	炸	1	kanji1	1
3539	表示	1	multi	2
3540	漏水	1	multi	2
3541	メディ	1	multi	3
3542	メリ	1	multi	2
3543	硬	1	kanji1	1
3544	基地	1	multi	2
3545	反映	1	multi	2
3546	窒息	1	multi	2
3547	脂肪	1	multi	2
3548	詳	1	kanji1	1
3549	不合格	1	multi	3
3550	卸	1	kanji1	1
3551	速度	1	multi	2
3552	業務	1	multi	2
3553	国内	1	multi	2
3554	開放	1	multi	2
3555	搭	1	kanji1	1
3556	地中海	1	multi	3
3557	工具	1	multi	2
3558	行われ	1	multi	3
3559	血糖	1	multi	2
3560	加工	1	multi	2
3561	分裂	1	multi	2
3562	正当	1	multi	2
3563	塵	1	kanji1	1
3564	骸	1	kanji1	1
3565	功	1	kanji1	1
3566	保温	1	multi	2
3567	肥料	1	multi	2
3568	顆	1	kanji1	1
3569	好奇心	1	multi	3
3570	旺盛	1	multi	2
3571	淡水	1	multi	2
3572	透明	1	multi	2
3573	唇	1	kanji1	1
3574	胎	1	kanji1	1
3575	稚	1	kanji1	1
3576	詳しく	1	multi	3
3577	ショップ	1	multi	4
3578	サイト	1	multi	3
3579	古典	1	multi	2
3580	表現	1	multi	2
3581	雅	1	kanji1	1
3582	烙	1	kanji1	1
3583	除去	1	multi	2
3584	還	1	kanji1	1
3585	需要	1	multi	2
3586	理科	1	multi	2
3587	答案	1	multi	2
3588	年度	1	multi	2
3589	凸	1	kanji1	1
3590	凹	1	kanji1	1
3591	形状	1	multi	2
3592	店主	1	multi	2
3593	重量	1	multi	2
3594	潤	1	kanji1	1
3595	栓	1	kanji1	1
3596	微	1	kanji1	1
3597	組織	1	multi	2
3598	般	1	kanji1	1
3599	意思	1	multi	2
3600	未婚	1	multi	2
3601	枷	1	kanji1	1
3602	女生	1	multi	2
3603	煌	1	kanji1	1
3604	眸	1	kanji1	1
3605	体型	1	multi	2
3606	災	1	kanji1	1
3607	帝国	1	multi	2
3608	保障	1	multi	2
3609	旬	1	kanji1	1
3610	未成年	1	multi	3
3611	菅	1	kanji1	1
3612	原文	1	multi	2
3613	ありがとうござ	1	multi	7
3614	当年	1	multi	2
3615	お金を	1	multi	3
3616	父母	1	multi	2
3617	舷	1	kanji1	1
3618	商用	1	multi	2
3619	いますが	1	multi	4
3620	力学	1	multi	2
3621	基	1	kanji1	1
3622	郊	1	kanji1	1
3623	典	1	kanji1	1
3624	規模	1	multi	2
3625	二次	1	multi	2
3626	三個	1	multi	2
3627	直径	1	multi	2
3628	献	1	kanji1	1
3629	十年前	1	multi	3
3630	地点	1	multi	2
3631	蘇	1	kanji1	1
3632	巡航	1	multi	2
3633	些	1	kanji1	1
3634	一刻	1	multi	2
3635	詳細	1	multi	2
3636	工作	1	multi	2
3637	同時に	1	multi	3
3638	排除	1	multi	2
3639	昌	1	kanji1	1
3640	突破口	1	multi	3
3641	一個人	1	multi	3
3642	可能です	1	multi	4
3643	奇妙	1	multi	2
3644	層	1	kanji1	1
3645	英雄	1	multi	2
3646	背景	1	multi	2
3647	問い	1	multi	2
3648	延	1	kanji1	1
3649	黄	1	kanji1	1
3650	敢	1	kanji1	1
3651	主人公	1	multi	3
3652	莽	1	kanji1	1
3653	っていて	1	multi	4
3654	周期	1	multi	2
3655	と思っています	1	multi	7
3656	はもちろん	1	multi	5
3657	豚	1	kanji1	1
3658	弓	1	kanji1	1
3659	考え方	1	multi	3
3660	化石	1	multi	2
3661	寅	1	kanji1	1
3662	半月	1	multi	2
3663	幽	1	kanji1	1
3664	泥	1	kanji1	1
3665	故意	1	multi	2
3666	牛肉	1	multi	2
3667	有意	1	multi	2
3668	煉	1	kanji1	1
3669	嗅	1	kanji1	1
3670	不出	1	multi	2
3671	正文	1	multi	2
3672	泰	1	kanji1	1
3673	黄金	1	multi	2
3674	新型	1	multi	2
3675	に向けて	1	multi	4
3676	作物	1	multi	2
3677	沼	1	kanji1	1
3678	渚	1	kanji1	1
3679	唐	1	kanji1	1
3680	成果	1	multi	2
3681	捕捉	1	multi	2
3682	執行	1	multi	2
3683	掴	1	kanji1	1
3684	であれば	1	multi	4
3685	郡	1	kanji1	1
3686	独立	1	multi	2
3687	大使	1	multi	2
3688	慌	1	kanji1	1
3689	高等	1	multi	2
3690	募	1	kanji1	1
3691	株	1	kanji1	1
3692	灰色	1	multi	2
3693	があるので	1	multi	5
3694	呼ばれ	1	multi	3
3695	澄	1	kanji1	1
3696	酢	1	kanji1	1
3697	便秘	1	multi	2
3698	孤独	1	multi	2
3699	感激	1	multi	2
3700	巾	1	kanji1	1
3701	婚姻	1	multi	2
3702	前途	1	multi	2
3703	怠	1	kanji1	1
3704	理想的	1	multi	3
3705	姑	1	kanji1	1
3706	立体	1	multi	2
3707	メント	1	multi	3
3708	エネルギー	1	multi	5
3709	物体	1	multi	2
3710	行使	1	multi	2
3711	侵略	1	multi	2
3712	翔	1	kanji1	1
3713	健全	1	multi	2
3714	フォー	1	multi	3
3715	軟	1	kanji1	1
3716	王国	1	multi	2
3717	留学	1	multi	2
3718	不得	1	multi	2
3719	判定	1	multi	2
3720	盆	1	kanji1	1
3721	環	1	kanji1	1
3722	私人	1	multi	2
3723	既	1	kanji1	1
3724	成立	1	multi	2
3725	手中	1	multi	2
3726	享受	1	multi	2
3727	是	1	kanji1	1
3728	慈悲	1	multi	2
3729	心境	1	multi	2
3730	消失	1	multi	2
3731	孔	1	kanji1	1
3732	李	1	kanji1	1
3733	所属	1	multi	2
3734	化合	1	multi	2
3735	主旨	1	multi	2
3736	這	1	kanji1	1
3737	魅	1	kanji1	1
3738	附属	1	multi	2
3739	菖	1	kanji1	1
3740	蒲	1	kanji1	1
3741	前提	1	multi	2
3742	趣	1	kanji1	1
3743	雀	1	kanji1	1
3744	如何	1	multi	2
3745	均衡	1	multi	2
3746	塊	1	kanji1	1
3747	文字	1	multi	2
3748	続きを	1	multi	3
3749	甦	1	kanji1	1
3750	至上	1	multi	2
3751	ニュー	1	multi	3
3752	人心	1	multi	2
3753	日常	1	multi	2
3754	眼球	1	multi	2
3755	岳	1	kanji1	1
3756	睨	1	kanji1	1
3757	不断	1	multi	2
3758	ブラック	1	multi	4
3759	紐	1	kanji1	1
3760	訊	1	kanji1	1
3761	掛	1	kanji1	1
3762	紋	1	kanji1	1
3763	性能	1	multi	2
3764	困難	1	multi	2
3765	糖	1	kanji1	1
3766	瓶	1	kanji1	1
3767	テーマ	1	multi	3
3768	提出	1	multi	2
3769	容量	1	multi	2
3770	世代	1	multi	2
3771	イベント	1	multi	4
3772	理論	1	multi	2
3773	失望	1	multi	2
3774	保存	1	multi	2
3775	ましたが	1	multi	4
3776	進め	1	multi	2
3777	征服	1	multi	2
3778	奏	1	kanji1	1
3779	とのこと	1	multi	4
3780	淀	1	kanji1	1
3781	年初	1	multi	2
3782	称号	1	multi	2
3783	聚	1	kanji1	1
3784	侯	1	kanji1	1
3785	双眼	1	multi	2
3786	作者	1	multi	2
3787	再生	1	multi	2
3788	地域	1	multi	2
3789	憑	1	kanji1	1
3790	込まれ	1	multi	3
3791	叱	1	kanji1	1
3792	杞	1	kanji1	1
3793	凱	1	kanji1	1
3794	旋	1	kanji1	1
3795	抵抗	1	multi	2
3796	防空	1	multi	2
3797	威力	1	multi	2
3798	爽	1	kanji1	1
3799	航行	1	multi	2
3800	傾	1	kanji1	1
3801	落下	1	multi	2
3802	動作	1	multi	2
3803	を選ぶ	1	multi	3
3804	挫折	1	multi	2
3805	しっかりと	1	multi	5
3806	接触	1	multi	2
3807	内心	1	multi	2
3808	人事	1	multi	2
3809	合理的	1	multi	3
3810	独自	1	multi	2
3811	液	1	kanji1	1
3812	几	1	kanji1	1
3813	黄色	1	multi	2
3814	ファッション	1	multi	6
3815	班	1	kanji1	1
3816	葛	1	kanji1	1
3817	天然	1	multi	2
3818	行事	1	multi	2
3819	における	1	multi	4
3820	中国	1	multi	2
3821	グループ	1	multi	4
3822	分け	1	multi	2
3823	であること	1	multi	5
3824	も多い	1	multi	3
3825	遷	1	kanji1	1
3826	新年	1	multi	2
3827	幹	1	kanji1	1
3828	以内	1	multi	2
3829	貝	1	kanji1	1
3830	垂	1	kanji1	1
3831	均	1	kanji1	1
3832	一定	1	multi	2
3833	消毒	1	multi	2
3834	一世	1	multi	2
3835	一代	1	multi	2
3836	一段	1	multi	2
3837	虐	1	kanji1	1
3838	おすすめ	1	multi	4
3839	掌	1	kanji1	1
3840	僭	1	kanji1	1
3841	宗教	1	multi	2
3842	支援	1	multi	2
3843	共同	1	multi	2
3844	放出	1	multi	2
3845	遁	1	kanji1	1
3846	十四五	1	multi	3
3847	碑	1	kanji1	1
3848	一種	1	multi	2
3849	旺	1	kanji1	1
3850	唔	1	kanji1	1
3851	該	1	kanji1	1
3852	會	1	kanji1	1
3853	瘴	1	kanji1	1
3854	電子	1	multi	2
3855	製作	1	multi	2
3856	問い合わせ	1	multi	5
3857	具体的	1	multi	3
3858	を中心に	1	multi	4
3859	切断	1	multi	2
3860	これら	1	multi	3
3861	汝	1	kanji1	1
3862	られています	1	multi	6
3863	悸	1	kanji1	1
3864	丈	1	kanji1	1
3865	非常に	1	multi	3
3866	頂き	1	multi	2
3867	顧	1	kanji1	1
3868	理念	1	multi	2
3869	高山	1	multi	2
3870	六十	1	multi	2
3871	鐘	1	kanji1	1
3872	方便	1	multi	2
3873	不服	1	multi	2
3874	指南	1	multi	2
3875	眼中	1	multi	2
3876	女人	1	multi	2
3877	交流	1	multi	2
3878	媒	1	kanji1	1
3879	夭	1	kanji1	1
3880	真心	1	multi	2
3881	叙述	1	multi	2
3882	二十四	1	multi	3
3883	思想	1	multi	2
3884	肖	1	kanji1	1
3885	偶	1	kanji1	1
3886	請	1	kanji1	1
3887	矛盾	1	multi	2
3888	咸	1	kanji1	1
3889	悼	1	kanji1	1
3890	民族	1	multi	2
3891	皇	1	kanji1	1
3892	逸	1	kanji1	1
3893	輔	1	kanji1	1
3894	至尊	1	multi	2
3895	天下	1	multi	2
3896	仰	1	kanji1	1
3897	揮	1	kanji1	1
3898	毫	1	kanji1	1
3899	捻	1	kanji1	1
3900	七月	1	multi	2
3901	安静	1	multi	2
3902	一遍	1	multi	2
3903	追随	1	multi	2
3904	通用	1	multi	2
3905	滞	1	kanji1	1
3906	透	1	kanji1	1
3907	槍	1	kanji1	1
3908	目前	1	multi	2
3909	世界的	1	multi	3
3910	近代	1	multi	2
3911	女神	1	multi	2
3912	微笑	1	multi	2
3913	罵	1	kanji1	1
3914	三位	1	multi	2
3915	肋	1	kanji1	1
3916	膜	1	kanji1	1
3917	排	1	kanji1	1
3918	駐	1	kanji1	1
3919	典型的	1	multi	3
3920	することは	1	multi	5
3921	信号	1	multi	2
3922	鼓	1	kanji1	1
3923	康	1	kanji1	1
3924	稽	1	kanji1	1
3925	左手	1	multi	2
3926	については	1	multi	5
3927	伺	1	kanji1	1
3928	担	1	kanji1	1
3929	同年	1	multi	2
3930	関わ	1	multi	2
3931	健	1	kanji1	1
3932	五大	1	multi	2
3933	冒	1	kanji1	1
3934	致命	1	multi	2
3935	を与え	1	multi	3
3936	咆	1	kanji1	1
3937	哮	1	kanji1	1
3938	沿	1	kanji1	1
3939	成就	1	multi	2
3940	漠	1	kanji1	1
3941	噴	1	kanji1	1
3942	靖	1	kanji1	1
3943	再度	1	multi	2
3944	紫外	1	multi	2
3945	同一	1	multi	2
3946	不通	1	multi	2
3947	代理	1	multi	2
3948	征	1	kanji1	1
3949	多数	1	multi	2
3950	香水	1	multi	2
3951	模型	1	multi	2
3952	菌	1	kanji1	1
3953	汚れ	1	multi	2
3954	も多く	1	multi	3
3955	心底	1	multi	2
3956	爬	1	kanji1	1
3957	推理	1	multi	2
3958	に関する	1	multi	4
3959	ローン	1	multi	3
3960	申し込み	1	multi	4
3961	に対	1	multi	2
3962	分手	1	multi	2
3963	コメント	1	multi	4
3964	が増え	1	multi	3
3965	限度	1	multi	2
3966	を目指	1	multi	3
3967	刈	1	kanji1	1
3968	修正	1	multi	2
3969	貼	1	kanji1	1
3970	尖	1	kanji1	1
3971	一般的	1	multi	3
3972	境内	1	multi	2
3973	させて頂	1	multi	4
3974	生態	1	multi	2
3975	史	1	kanji1	1
3976	インド	1	multi	3
3977	楽しめる	1	multi	4
3978	灸	1	kanji1	1
3979	ある程度	1	multi	4
3980	器具	1	multi	2
3981	改造	1	multi	2
3982	覆	1	kanji1	1
3983	墨	1	kanji1	1
3984	赦	1	kanji1	1
3985	褒	1	kanji1	1
3986	ニング	1	multi	3
3987	整体	1	multi	2
3988	追究	1	multi	2
3989	錯誤	1	multi	2
3990	年末	1	multi	2
3991	部分	1	multi	2
3992	漂	1	kanji1	1
3993	牡	1	kanji1	1
3994	是否	1	multi	2
3995	首相	1	multi	2
3996	中心	1	multi	2
3997	隻	1	kanji1	1
3998	三十	1	multi	2
3999	武装	1	multi	2
4000	解答	1	multi	2
4001	航空	1	multi	2
4002	海上	1	multi	2
4003	感触	1	multi	2
4004	といっても	1	multi	5
4005	神通	1	multi	2
4006	蓑	1	kanji1	1
4007	祟	1	kanji1	1
4008	一族	1	multi	2
4009	西洋	1	multi	2
4010	ておく	1	multi	3
4011	中部	1	multi	2
4012	老師	1	multi	2
4013	吏	1	kanji1	1
4014	寡	1	kanji1	1
4015	楊	1	kanji1	1
4016	院子	1	multi	2
4017	一事	1	multi	2
4018	万事	1	multi	2
4019	患	1	kanji1	1
4020	を利用する	1	multi	5
4021	慕	1	kanji1	1
4022	ております	1	multi	5
4023	抑え	1	multi	2
4024	烈	1	kanji1	1
4025	抑	1	kanji1	1
4026	愁	1	kanji1	1
4027	棺	1	kanji1	1
4028	桶	1	kanji1	1
4029	琵	1	kanji1	1
4030	琶	1	kanji1	1
4031	西域	1	multi	2
4032	索	1	kanji1	1
4033	胡	1	kanji1	1
4034	苗	1	kanji1	1
4035	獲	1	kanji1	1
4036	三方	1	multi	2
4037	オリ	1	multi	2
4038	禄	1	kanji1	1
4039	濡	1	kanji1	1
4040	媚	1	kanji1	1
4041	重度	1	multi	2
4042	衰	1	kanji1	1
4043	据	1	kanji1	1
4044	ってしまいます	1	multi	7
4045	ハウス	1	multi	3
4046	頓	1	kanji1	1
4047	挫	1	kanji1	1
4048	寝室	1	multi	2
4049	進行	1	multi	2
4050	晃	1	kanji1	1
4051	嗣	1	kanji1	1
4052	斗	1	kanji1	1
4053	殉	1	kanji1	1
4054	不用	1	multi	2
4055	新た	1	multi	2
4056	俳	1	kanji1	1
4057	副作用	1	multi	3
4058	信念	1	multi	2
4059	指令	1	multi	2
4060	平均	1	multi	2
4061	携	1	kanji1	1
4062	移植	1	multi	2
4063	異なる	1	multi	3
4064	紫色	1	multi	2
4065	当代	1	multi	2
4066	當	1	kanji1	1
4067	分別	1	multi	2
4068	日照	1	multi	2
4069	お勧め	1	multi	3
